-23.697,157.8141,26.4395,-2.2283,5.9334,3.0489,0.0886,-0.0314,-0.9956,-34.5323,163.3733,79.5052,-58.348,171.8139,347.0261,-5.4233,155.8154,84.7627,-5.4233,155.8154,84.7627,-5.4233,155.8154,84.7627,23.7249,141.0761,47.3304,-0.5867,0.2967,0.7535,23.7249,141.0761,47.3304,49.0559,135.4886,25.4544,-0.7465,0.1647,0.6447,49.0559,135.4886,25.4544,70.6567,137.6463,17.0127,-0.9274,-0.0926,0.3624,-14.8395,173.8928,72.8853,2.1511,161.6102,2.7325,-0.2321,0.1678,0.9581,2.1511,161.6102,2.7325,9.6347,167.4735,-38.9545,-0.175,-0.1371,0.975,9.6347,167.4735,-38.9545,14.3799,165.9912,-62.4903,-0.1973,0.0616,0.9784,14.3799,165.9912,-62.4903,17.9565,161.9962,-78.6268,-0.2103,0.2349,0.949,-26.583,174.1155,69.3902,-19.8355,161.4319,1.4577,-0.0972,0.1827,0.9784,-19.8355,161.4319,1.4577,-21.3386,168.0292,-46.0331,0.0313,-0.1375,0.99,-21.3386,168.0292,-46.0331,-20.5745,165.3419,-74.1955,-0.027,0.095,0.9951,-20.5745,165.3419,-74.1955,-19.1213,159.7748,-91.9908,-0.0777,0.2977,0.9515,-38.475,171.7506,67.816,-41.78,159.3887,6.8023,0.053,0.1983,0.9787,-41.78,159.3887,6.8023,-46.4403,166.978,-36.7631,0.1048,-0.1707,0.9797,-46.4403,166.978,-36.7631,-47.3889,165.5593,-64.28,0.0344,0.0515,0.9981,-47.3889,165.5593,-64.28,-46.8232,160.9375,-82.2824,-0.0304,0.2486,0.9681,-49.5774,163.203,69.8906,-60.8665,153.405,14.1517,0.1956,0.1698,0.9659,-60.8665,153.405,14.1517,-73.0875,155.9256,-18.7521,0.3473,-0.0716,0.935,-73.0875,155.9256,-18.7521,-77.6911,152.5112,-37.3546,0.2365,0.1754,0.9557,-77.6911,152.5112,-37.3546,-79.8358,145.9677,-53.0664,0.125,0.3814,0.9159,5
-23.8002,157.5337,26.4009,-2.2506,5.8991,3.0173,0.0882,-0.0325,-0.9956,-34.604,163.1186,79.4703,-58.2944,171.8465,346.9931,-5.4969,155.5444,84.7152,-5.4969,155.5444,84.7152,-5.4969,155.5444,84.7152,23.6504,140.7766,47.2934,-0.5867,0.2973,0.7533,23.6504,140.7766,47.2934,48.9692,135.1561,25.4117,-0.7461,0.1656,0.6449,48.9692,135.1561,25.4117,70.5798,137.3202,16.9967,-0.9278,-0.0929,0.3613,-14.9081,173.6235,72.8362,2.0377,161.3052,2.6789,-0.2314,0.1682,0.9582,2.0377,161.3052,2.6789,9.5134,167.1202,-39.0164,-0.1748,-0.136,0.9752,9.5134,167.1202,-39.0164,14.2499,165.6185,-62.5526,-0.1969,0.0624,0.9784,14.2499,165.6185,-62.5526,17.8183,161.6155,-78.6889,-0.2099,0.2354,0.949,-26.6533,173.8523,69.3472,-19.9496,161.1401,1.4157,-0.0965,0.1831,0.9783,-19.9496,161.1401,1.4157,-21.4636,167.6772,-46.083,0.0316,-0.1363,0.9902,-21.4636,167.6772,-46.083,-20.7149,164.972,-74.2442,-0.0265,0.0956,0.9951,-20.7149,164.972,-74.2442,-19.2766,159.4045,-92.0406,-0.0769,0.2977,0.9516,-38.5477,171.4942,67.7802,-41.8926,159.1125,6.7727,0.0537,0.1986,0.9786,-41.8926,159.1125,6.7727,-46.5659,166.6581,-36.7989,0.1051,-0.1697,0.9799,-46.5659,166.6581,-36.7989,-47.5331,165.231,-64.3148,0.0351,0.0518,0.998,-47.5331,165.231,-64.3148,-46.9862,160.6154,-82.3193,-0.0294,0.2482,0.9683,-49.6543,162.9542,69.8637,-60.9789,153.1433,14.1343,0.1962,0.17,0.9657,-60.9789,153.1433,14.1343,-73.2146,155.6225,-18.7672,0.3477,-0.0705,0.935,-73.2146,155.6225,-18.7672,-77.8354,152.1983,-37.3636,0.2374,0.1759,0.9554,-77.8354,152.1983,-37.3636,-80.0036,145.657,-53.0731,0.1264,0.3813,0.9158,5
-23.9034,157.263,26.3612,-2.2715,5.8738,2.9863,0.0881,-0.0333,-0.9956,-34.6769,162.871,79.4343,-58.3414,171.8102,346.9525,-5.5706,155.285,84.6666,-5.5706,155.285,84.6666,-5.5706,155.285,84.6666,23.5832,140.4956,47.2585,-0.5868,0.2977,0.753,23.5832,140.4956,47.2585,48.8946,134.8489,25.3749,-0.7459,0.1664,0.6449,48.8946,134.8489,25.3749,70.515,137.023,16.9877,-0.9282,-0.0933,0.3601,-14.9796,173.3644,72.7864,1.9239,161.0143,2.6244,-0.2309,0.1687,0.9583,1.9239,161.0143,2.6244,9.3903,166.7882,-39.0782,-0.1746,-0.135,0.9753,9.3903,166.7882,-39.0782,14.1184,165.2706,-62.6151,-0.1965,0.0631,0.9785,14.1184,165.2706,-62.6151,17.6792,161.2617,-78.7516,-0.2094,0.2358,0.949,-26.7265,173.5975,69.3035,-20.0642,160.859,1.3728,-0.0959,0.1835,0.9783,-20.0642,160.859,1.3728,-21.5913,167.3436,-46.1327,0.0318,-0.1352,0.9903,-21.5913,167.3436,-46.1327,-20.8574,164.6223,-74.2927,-0.0259,0.0962,0.995,-20.8574,164.6223,-74.2927,-19.4328,159.054,-92.09,-0.0762,0.2977,0.9516,-38.6228,171.2444,67.7434,-42.0054,158.8436,6.7419,0.0543,0.1989,0.9785,-42.0054,158.8436,6.7419,-46.692,166.3319,-36.8381,0.1054,-0.1684,0.9801,-46.692,166.3319,-36.8381,-47.6783,164.8923,-64.3526,0.0358,0.0522,0.998,-47.6783,164.8923,-64.3526,-47.1509,160.2833,-82.3595,-0.0284,0.2479,0.9684,-49.7323,162.7104,69.8357,-61.0906,152.8858,14.1155,0.1968,0.1702,0.9655,-61.0906,152.8858,14.1155,-73.3418,155.3173,-18.7838,0.3481,-0.0691,0.9349,-73.3418,155.3173,-18.7838,-77.9789,151.8794,-37.3736,0.2382,0.1766,0.955,-77.9789,151.8794,-37.3736,-80.1687,145.3365,-53.0795,0.1276,0.3814,0.9156,5
-24.0252,157.0313,26.3297,-2.2974,5.8513,2.9683,0.0881,-0.0338,-0.9955,-34.7805,162.6667,79.4036,-58.4581,171.7504,346.9157,-5.6758,155.0711,84.6304,-5.6758,155.0711,84.6304,-5.6758,155.0711,84.6304,23.4805,140.2534,47.2354,-0.5869,0.2983,0.7527,23.4805,140.2534,47.2354,48.7848,134.5785,25.3509,-0.7457,0.1672,0.6449,48.7848,134.5785,25.3509,70.4118,136.7532,16.981,-0.9285,-0.0934,0.3593,-15.0809,173.1491,72.7452,1.7966,160.7618,2.5836,-0.2305,0.1692,0.9582,1.7966,160.7618,2.5836,9.2598,166.494,-39.1254,-0.1745,-0.1341,0.9755,9.2598,166.494,-39.1254,13.9828,164.9617,-62.6624,-0.1963,0.0637,0.9785,13.9828,164.9617,-62.6624,17.5387,160.9483,-78.7989,-0.2091,0.236,0.949,-26.8287,173.3855,69.2657,-20.192,160.615,1.3386,-0.0956,0.1839,0.9783,-20.192,160.615,1.3386,-21.7274,167.055,-46.1727,0.032,-0.1343,0.9904,-21.7274,167.055,-46.1727,-21.0036,164.3163,-74.3313,-0.0256,0.0968,0.995,-21.0036,164.3163,-74.3313,-19.5885,158.7426,-92.1276,-0.0757,0.298,0.9516,-38.7264,171.0367,67.7102,-42.1323,158.6108,6.7151,0.0546,0.1993,0.9784,-42.1323,158.6108,6.7151,-46.8224,166.0419,-36.8743,0.1055,-0.1671,0.9803,-46.8224,166.0419,-36.8743,-47.8211,164.5899,-64.3878,0.0362,0.0527,0.998,-47.8211,164.5899,-64.3878,-47.3084,159.9874,-82.3967,-0.0276,0.2475,0.9685,-49.8388,162.5081,69.8095,-61.2178,152.664,14.097,0.1972,0.1706,0.9654,-61.2178,152.664,14.097,-73.475,155.0436,-18.8038,0.3483,-0.0676,0.9349,-73.475,155.0436,-18.8038,-78.1237,151.5915,-37.3882,0.2388,0.1773,0.9547,-78.1237,151.5915,-37.3882,-80.3315,145.0481,-53.0913,0.1287,0.3814,0.9154,5
-24.1234,156.8505,26.3069,-2.3242,5.8251,2.9571,0.0881,-0.0341,-0.9955,-34.8667,162.5144,79.3802,-58.5464,171.6821,346.8892,-5.7646,154.9075,84.6052,-5.7646,154.9075,84.6052,-5.7646,154.9075,84.6052,23.3974,140.0568,47.2277,-0.587,0.2989,0.7524,23.3974,140.0568,47.2277,48.6988,134.3522,25.3476,-0.7456,0.1681,0.6448,48.6988,134.3522,25.3476,70.3346,136.5273,17.0005,-0.9289,-0.0934,0.3584,-15.1634,172.9847,72.7136,1.6958,160.5584,2.5545,-0.2303,0.1697,0.9582,1.6958,160.5584,2.5545,9.1631,166.2349,-39.1613,-0.1746,-0.1328,0.9756,9.1631,166.2349,-39.1613,13.8845,164.6828,-62.6974,-0.1963,0.0645,0.9784,13.8845,164.6828,-62.6974,17.4374,160.6636,-78.8331,-0.2089,0.2364,0.9489,-26.9117,173.2251,69.2361,-20.293,160.4213,1.3135,-0.0953,0.1844,0.9782,-20.293,160.4213,1.3135,-21.8308,166.8122,-46.2044,0.0321,-0.1332,0.9906,-21.8308,166.8122,-46.2044,-21.1142,164.0537,-74.3612,-0.0253,0.0975,0.9949,-21.1142,164.0537,-74.3612,-19.7071,158.4734,-92.1561,-0.0752,0.2984,0.9515,-38.8108,170.8811,67.6838,-42.2333,158.4298,6.6948,0.0549,0.1997,0.9783,-42.2333,158.4298,6.6948,-46.922,165.8166,-36.9023,0.1054,-0.1661,0.9805,-46.922,165.8166,-36.9023,-47.927,164.3499,-64.4147,0.0365,0.0532,0.9979,-47.927,164.3499,-64.4147,-47.4233,159.7463,-82.4236,-0.0271,0.2476,0.9685,-49.9268,162.3586,69.7888,-61.3203,152.4952,14.0827,0.1974,0.1709,0.9653,-61.3203,152.4952,14.0827,-73.5806,154.8258,-18.8205,0.3484,-0.0662,0.935,-73.5806,154.8258,-18.8205,-78.2401,151.3623,-37.3999,0.2394,0.1779,0.9545,-78.2401,151.3623,-37.3999,-80.4663,144.8212,-53.1014,0.1298,0.3813,0.9153,5
-24.2153,156.6929,26.2616,-2.3562,5.7963,2.9409,0.0877,-0.0339,-0.9956,-34.9417,162.3907,79.3347,-58.5131,171.5062,346.8551,-5.8421,154.7715,84.5561,-5.8421,154.7715,84.5561,-5.8421,154.7715,84.5561,23.3112,139.8817,47.1875,-0.5868,0.2997,0.7522,23.3112,139.8817,47.1875,48.6067,134.1475,25.3083,-0.7455,0.169,0.6448,48.6067,134.1475,25.3083,70.2449,136.3098,16.964,-0.929,-0.0928,0.3582,-15.2347,172.8472,72.6574,1.5996,160.3748,2.5005,-0.2299,0.1703,0.9582,1.5996,160.3748,2.5005,9.0675,165.9925,-39.2232,-0.1747,-0.1314,0.9758,9.0675,165.9925,-39.2232,13.7854,164.4163,-62.7584,-0.1961,0.0655,0.9784,13.7854,164.4163,-62.7584,17.3338,160.3868,-78.8925,-0.2087,0.237,0.9488,-26.9838,173.0918,69.1829,-20.3897,160.2484,1.2653,-0.095,0.185,0.9781,-20.3897,160.2484,1.2653,-21.9332,166.5913,-46.2588,0.0322,-0.1322,0.9907,-21.9332,166.5913,-46.2588,-21.2252,163.8107,-74.4137,-0.025,0.0983,0.9948,-21.2252,163.8107,-74.4137,-19.8267,158.2205,-92.2061,-0.0748,0.2989,0.9513,-38.8845,170.7531,67.6349,-42.3296,158.2711,6.6535,0.0553,0.2002,0.9782,-42.3296,158.2711,6.6535,-47.0225,165.6108,-36.9512,0.1055,-0.1651,0.9806,-47.0225,165.6108,-36.9512,-48.0374,164.1262,-64.4622,0.0368,0.0539,0.9979,-48.0374,164.1262,-64.4622,-47.5446,159.518,-82.4703,-0.0265,0.2478,0.9684,-50.0044,162.2375,69.7474,-61.4176,152.3503,14.0496,0.1978,0.1713,0.9652,-61.4176,152.3503,14.0496,-73.6818,154.6373,-18.8552,0.3485,-0.065,0.9351,-73.6818,154.6373,-18.8552,-78.3514,151.162,-37.43,0.2399,0.1785,0.9542,-78.3514,151.162,-37.43,-80.5941,144.6207,-53.129,0.1307,0.3813,0.9152,5
-24.3029,156.5488,26.2246,-2.381,5.7706,2.9283,0.0872,-0.0337,-0.9956,-35.0159,162.2733,79.2976,-58.4464,171.338,346.8321,-5.9188,154.6428,84.5163,-5.9188,154.6428,84.5163,-5.9188,154.6428,84.5163,23.2278,139.7162,47.1571,-0.5867,0.3005,0.752,23.2278,139.7162,47.1571,48.5232,133.9584,25.2839,-0.7455,0.1697,0.6446,48.5232,133.9584,25.2839,70.166,136.1134,16.9499,-0.9292,-0.0925,0.3578,-15.3055,172.718,72.612,1.5089,160.2091,2.4568,-0.2296,0.1708,0.9582,1.5089,160.2091,2.4568,8.9761,165.7921,-39.2716,-0.1746,-0.1306,0.9759,8.9761,165.7921,-39.2716,13.6907,164.2025,-62.8065,-0.196,0.0661,0.9784,13.6907,164.2025,-62.8065,17.2351,160.1678,-78.9402,-0.2084,0.2373,0.9488,-27.0552,172.9666,69.1397,-20.4807,160.0923,1.2261,-0.0947,0.1854,0.9781,-20.4807,160.0923,1.2261,-22.0257,166.3869,-46.3043,0.0322,-0.1312,0.9908,-22.0257,166.3869,-46.3043,-21.3237,163.5854,-74.4573,-0.0248,0.099,0.9948,-21.3237,163.5854,-74.4573,-19.9321,157.9869,-92.2477,-0.0744,0.2993,0.9512,-38.9573,170.6327,67.5952,-42.4204,158.1272,6.6195,0.0556,0.2006,0.9781,-42.4204,158.1272,6.6195,-47.1136,165.4163,-36.9936,0.1055,-0.1639,0.9808,-47.1136,165.4163,-36.9936,-48.1359,163.9128,-64.5034,0.0371,0.0545,0.9978,-48.1359,163.9128,-64.5034,-47.6527,159.3007,-82.5107,-0.026,0.248,0.9684,-50.0806,162.1231,69.7134,-61.5097,152.2182,14.0219,0.198,0.1716,0.965,-61.5097,152.2182,14.0219,-73.7753,154.474,-18.8845,0.3485,-0.0641,0.9351,-73.7753,154.474,-18.8845,-78.4522,150.9909,-37.456,0.2403,0.1789,0.9541,-78.4522,150.9909,-37.456,-80.7075,144.4503,-53.1535,0.1315,0.3813,0.9151,5
-24.3859,156.4229,26.191,-2.4036,5.7453,2.9139,0.0866,-0.0335,-0.9957,-35.084,162.172,79.2643,-58.3567,171.169,346.8148,-5.9891,154.5303,84.479,-5.9891,154.5303,84.479,-5.9891,154.5303,84.479,23.1438,139.5683,47.1233,-0.5864,0.3012,0.7519,23.1438,139.5683,47.1233,48.4357,133.7883,25.252,-0.7454,0.1703,0.6445,48.4357,133.7883,25.252,70.0789,135.928,16.9148,-0.9292,-0.0919,0.3579,-15.3704,172.6053,72.5703,1.422,160.0626,2.4158,-0.2293,0.1713,0.9582,1.422,160.0626,2.4158,8.8854,165.6167,-39.3172,-0.1746,-0.1299,0.976,8.8854,165.6167,-39.3172,13.5948,164.0158,-62.8524,-0.1958,0.0665,0.9784,13.5948,164.0158,-62.8524,17.1343,159.9767,-78.986,-0.2082,0.2375,0.9488,-27.1208,172.8579,69.1006,-20.5678,159.9554,1.1903,-0.0944,0.1858,0.978,-20.5678,159.9554,1.1903,-22.1165,166.2072,-46.3457,0.0323,-0.1303,0.9909,-22.1165,166.2072,-46.3457,-21.4215,163.3867,-74.4969,-0.0246,0.0997,0.9947,-21.4215,163.3867,-74.4969,-20.0372,157.7803,-92.2854,-0.074,0.2998,0.9511,-39.0243,170.5289,67.5597,-42.5072,158.0023,6.5895,0.0559,0.2009,0.978,-42.5072,158.0023,6.5895,-47.2023,165.2599,-37.0286,0.1056,-0.1632,0.9809,-47.2023,165.2599,-37.0286,-48.2315,163.7454,-64.5376,0.0373,0.0549,0.9978,-48.2315,163.7454,-64.5376,-47.7564,159.1316,-82.5446,-0.0255,0.2481,0.9684,-50.151,162.0251,69.6837,-61.5974,152.1047,13.9985,0.1984,0.1719,0.9649,-61.5974,152.1047,13.9985,-73.8674,154.3285,-18.9085,0.3487,-0.0632,0.9351,-73.8674,154.3285,-18.9085,-78.5528,150.8363,-37.4761,0.2407,0.1794,0.9539,-78.5528,150.8363,-37.4761,-80.8211,144.2948,-53.1714,0.1322,0.3813,0.9149,5
-24.4622,156.3117,26.1659,-2.4222,5.7195,2.8996,0.0862,-0.0331,-0.9957,-35.1453,162.0817,79.2399,-58.2957,170.9692,346.8048,-6.0528,154.4282,84.4503,-6.0528,154.4282,84.4503,-6.0528,154.4282,84.4503,23.0705,139.4328,47.1004,-0.5862,0.3018,0.7518,23.0705,139.4328,47.1004,48.3638,133.634,25.2357,-0.7454,0.1709,0.6444,48.3638,133.634,25.2357,70.0087,135.7606,16.8997,-0.9293,-0.0913,0.3579,-15.4285,172.5039,72.5382,1.3419,159.9324,2.3837,-0.229,0.1717,0.9582,1.3419,159.9324,2.3837,8.8004,165.4647,-39.3531,-0.1744,-0.1294,0.9761,8.8004,165.4647,-39.3531,13.5045,163.8554,-62.8888,-0.1956,0.0669,0.9784,13.5045,163.8554,-62.8888,17.0389,159.8131,-79.0227,-0.2079,0.2377,0.9488,-27.1796,172.7609,69.0712,-20.6483,159.8349,1.1633,-0.0941,0.1862,0.978,-20.6483,159.8349,1.1633,-22.2021,166.0557,-46.3766,0.0324,-0.1297,0.991,-22.2021,166.0557,-46.3766,-21.5142,163.2201,-74.5265,-0.0243,0.1002,0.9947,-21.5142,163.2201,-74.5265,-20.1368,157.6064,-92.3132,-0.0736,0.3002,0.951,-39.0845,170.4369,67.5338,-42.5873,157.8936,6.5682,0.0562,0.2012,0.9779,-42.5873,157.8936,6.5682,-47.284,165.1257,-37.0541,0.1056,-0.1626,0.981,-47.284,165.1257,-37.0541,-48.319,163.601,-64.5622,0.0375,0.0553,0.9978,-48.319,163.601,-64.5622,-47.8508,158.9844,-82.5688,-0.0252,0.2483,0.9684,-50.2146,161.9389,69.6629,-61.6786,152.0071,13.9834,0.1987,0.1721,0.9648,-61.6786,152.0071,13.9834,-73.9549,154.2127,-18.9225,0.3489,-0.0627,0.9351,-73.9549,154.2127,-18.9225,-78.6485,150.7154,-37.4871,0.2411,0.1797,0.9537,-78.6485,150.7154,-37.4871,-80.9281,144.1734,-53.1805,0.1329,0.3814,0.9148,5
-24.5349,156.2098,26.1425,-2.4371,5.6969,2.8864,0.0857,-0.0327,-0.9958,-35.2043,161.9969,79.2174,-58.2218,170.7868,346.797,-6.1138,154.3328,84.4234,-6.1138,154.3328,84.4234,-6.1138,154.3328,84.4234,22.9987,139.3076,47.0771,-0.586,0.3024,0.7517,22.9987,139.3076,47.0771,48.2922,133.4922,25.217,-0.7454,0.1714,0.6442,48.2922,133.4922,25.217,69.9381,135.6065,16.8806,-0.9293,-0.0908,0.3579,-15.4847,172.4095,72.509,1.2656,159.8143,2.3539,-0.2288,0.172,0.9582,1.2656,159.8143,2.3539,8.7187,165.3312,-39.3859,-0.1743,-0.129,0.9762,8.7187,165.3312,-39.3859,13.4176,163.7162,-62.9222,-0.1953,0.0671,0.9784,13.4176,163.7162,-62.9222,16.9471,159.6716,-79.0567,-0.2076,0.2379,0.9489,-27.2364,172.6704,69.0445,-20.7249,159.7254,1.1382,-0.0938,0.1864,0.978,-20.7249,159.7254,1.1382,-22.285,165.9308,-46.4035,0.0325,-0.1294,0.9911,-22.285,165.9308,-46.4035,-21.604,163.0881,-74.5528,-0.0241,0.1004,0.9947,-21.604,163.0881,-74.5528,-20.233,157.4712,-92.339,-0.0733,0.3003,0.951,-39.1426,170.3508,67.5101,-42.6636,157.7943,6.5483,0.0565,0.2014,0.9779,-42.6636,157.7943,6.5483,-47.3589,164.9972,-37.0789,0.1056,-0.162,0.9811,-47.3589,164.9972,-37.0789,-48.3981,163.4622,-64.5864,0.0377,0.0557,0.9977,-48.3981,163.4622,-64.5864,-47.936,158.8441,-82.5927,-0.0249,0.2484,0.9684,-50.2757,161.8579,69.6436,-61.7556,151.9173,13.969,0.1989,0.1723,0.9648,-61.7556,151.9173,13.969,-74.0376,154.1129,-18.9354,0.349,-0.0624,0.935,-74.0376,154.1129,-18.9354,-78.7379,150.6129,-37.4978,0.2415,0.1798,0.9536,-78.7379,150.6129,-37.4978,-81.0264,144.0707,-53.1899,0.1334,0.3814,0.9147,5
